Máximo;Mínimo            ;Media           ;Fecha máximo                    ;Fecha mínimo;fecha         
71  ;62,56             ;66              ;2010-09-13 08:45:00             ;2010-09-13 23:45:00;2010-09-13 00:00:00
67  ;60,52             ;64              ;2010-09-14 10:45:00             ;2010-09-14 23:00:00;2010-09-14 00:00:00
63  ;58,48             ;61              ;2010-09-15 17:15:00             ;2010-09-15 10:30:00;2010-09-15 00:00:00
63  ;58,48             ;60              ;2010-09-16 19:00:00             ;2010-09-16 01:45:00;2010-09-16 00:00:00
75  ;60,52             ;67              ;2010-09-17 16:30:00             ;2010-09-17 00:00:00;2010-09-17 00:00:00
83  ;72,76             ;80              ;2010-09-18 09:30:00             ;2010-09-18 00:00:00;2010-09-18 00:00:00
98  ;80,92             ;89              ;2010-09-19 14:30:00             ;2010-09-19 00:00:00;2010-09-19 00:00:00
93  ;76,84             ;84              ;2010-09-20 00:00:00             ;2010-09-20 22:30:00;2010-09-20 00:00:00
85  ;72,76             ;79              ;2010-09-21 08:00:00             ;2010-09-21 20:00:00;2010-09-21 00:00:00
77  ;66,64             ;74              ;2010-09-22 03:00:00             ;2010-09-22 09:45:00;2010-09-22 00:00:00
69  ;64,6              ;66              ;2010-09-23 20:00:00             ;2010-09-23 00:30:00;2010-09-23 00:00:00
75  ;66,64             ;70              ;2010-09-24 04:45:00             ;2010-09-24 14:15:00;2010-09-24 00:00:00
77  ;70,72             ;75              ;2010-09-25 04:45:00             ;2010-09-25 00:00:00;2010-09-25 00:00:00
83  ;68,68             ;78              ;2010-09-26 16:00:00             ;2010-09-26 01:30:00;2010-09-26 00:00:00
81  ;76,84             ;80              ;2010-09-27 05:00:00             ;2010-09-27 02:15:00;2010-09-27 00:00:00
79  ;72,76             ;77              ;2010-09-28 00:00:00             ;2010-09-28 23:45:00;2010-09-28 00:00:00
77  ;72,76             ;74              ;2010-09-29 23:30:00             ;2010-09-29 00:00:00;2010-09-29 00:00:00
77  ;72,76             ;74              ;2010-09-30 00:00:00             ;2010-09-30 12:30:00;2010-09-30 00:00:00
75  ;70,72             ;73              ;2010-10-01 06:00:00             ;2010-10-01 13:15:00;2010-10-01 00:00:00
73  ;66,64             ;70              ;2010-10-02 00:00:00             ;2010-10-02 20:00:00;2010-10-02 00:00:00
77  ;68,68             ;72              ;2010-10-03 22:45:00             ;2010-10-03 00:00:00;2010-10-03 00:00:00
79  ;74,8              ;77              ;2010-10-04 09:15:00             ;2010-10-04 16:30:00;2010-10-04 00:00:00
79  ;68,68             ;75              ;2010-10-05 07:15:00             ;2010-10-05 20:00:00;2010-10-05 00:00:00
73  ;62,56             ;71              ;2010-10-06 07:15:00             ;2010-10-06 12:45:00;2010-10-06 00:00:00
73  ;64,6              ;68              ;2010-10-07 00:00:00             ;2010-10-07 16:00:00;2010-10-07 00:00:00
71  ;64,6              ;68              ;2010-10-08 06:30:00             ;2010-10-08 00:00:00;2010-10-08 00:00:00
108 ;68,68             ;76              ;2010-10-09 20:45:00             ;2010-10-09 10:45:00;2010-10-09 00:00:00
121 ;85                ;101             ;2010-10-10 02:30:00             ;2010-10-10 10:30:00;2010-10-10 00:00:00
132 ;110               ;120             ;2010-10-11 12:30:00             ;2010-10-11 22:30:00;2010-10-11 00:00:00
121 ;107,5             ;115             ;2010-10-12 11:00:00             ;2010-10-12 00:30:00;2010-10-12 00:00:00
118 ;110               ;115             ;2010-10-13 00:00:00             ;2010-10-13 22:00:00;2010-10-13 00:00:00
110 ;87,5              ;94              ;2010-10-14 00:00:00             ;2010-10-14 14:45:00;2010-10-14 00:00:00
90  ;82,96             ;87              ;2010-10-15 00:00:00             ;2010-10-15 08:45:00;2010-10-15 00:00:00
83  ;72,76             ;79              ;2010-10-16 00:00:00             ;2010-10-16 23:00:00;2010-10-16 00:00:00
77  ;70,72             ;73              ;2010-10-17 03:45:00             ;2010-10-17 07:45:00;2010-10-17 00:00:00
75  ;68,68             ;72              ;2010-10-18 00:00:00             ;2010-10-18 23:30:00;2010-10-18 00:00:00
69  ;64,6              ;66              ;2010-10-19 00:00:00             ;2010-10-19 10:30:00;2010-10-19 00:00:00
71  ;62,56             ;65              ;2010-10-20 04:00:00             ;2010-10-20 20:45:00;2010-10-20 00:00:00
65  ;56,44             ;61              ;2010-10-21 20:15:00             ;2010-10-21 07:00:00;2010-10-21 00:00:00
65  ;58,48             ;61              ;2010-10-22 00:00:00             ;2010-10-22 16:00:00;2010-10-22 00:00:00
63  ;52,36             ;58              ;2010-10-23 18:00:00             ;2010-10-23 06:45:00;2010-10-23 00:00:00
67  ;56,44             ;60              ;2010-10-24 23:45:00             ;2010-10-24 01:30:00;2010-10-24 00:00:00
77  ;66,64             ;72              ;2010-10-25 02:15:00             ;2010-10-25 16:00:00;2010-10-25 00:00:00
71  ;64,6              ;68              ;2010-10-26 00:00:00             ;2010-10-26 06:45:00;2010-10-26 00:00:00
75  ;68,68             ;73              ;2010-10-27 06:30:00             ;2010-10-27 00:00:00;2010-10-27 00:00:00
77  ;72,76             ;75              ;2010-10-28 15:00:00             ;2010-10-28 00:00:00;2010-10-28 00:00:00
77  ;68,68             ;73              ;2010-10-29 00:00:00             ;2010-10-29 19:45:00;2010-10-29 00:00:00
75  ;64,6              ;70              ;2010-10-30 07:15:00             ;2010-10-30 19:30:00;2010-10-30 00:00:00
71  ;66,64             ;69              ;2010-10-31 15:45:00             ;2010-10-31 00:00:00;2010-10-31 00:00:00
73  ;66,64             ;69              ;2010-11-01 21:15:00             ;2010-11-01 07:30:00;2010-11-01 00:00:00
77  ;68,68             ;72              ;2010-11-02 19:00:00             ;2010-11-02 00:15:00;2010-11-02 00:00:00
173 ;74,8              ;112             ;2010-11-03 23:00:00             ;2010-11-03 02:45:00;2010-11-03 00:00:00
204 ;176               ;194             ;2010-11-04 10:30:00             ;2010-11-04 00:00:00;2010-11-04 00:00:00
182 ;131,6             ;152             ;2010-11-05 00:00:00             ;2010-11-05 23:00:00;2010-11-05 00:00:00
132 ;105               ;118             ;2010-11-06 00:00:00             ;2010-11-06 22:00:00;2010-11-06 00:00:00
103 ;82,96             ;89              ;2010-11-07 00:00:00             ;2010-11-07 14:15:00;2010-11-07 00:00:00
85  ;76,84             ;83              ;2010-11-08 00:00:00             ;2010-11-08 10:30:00;2010-11-08 00:00:00
90  ;76,84             ;80              ;2010-11-09 23:45:00             ;2010-11-09 02:30:00;2010-11-09 00:00:00
140 ;90                ;123             ;2010-11-10 22:45:00             ;2010-11-10 00:00:00;2010-11-10 00:00:00
161 ;137               ;152             ;2010-11-11 08:45:00             ;2010-11-11 23:45:00;2010-11-11 00:00:00
246 ;137               ;198             ;2010-11-12 21:15:00             ;2010-11-12 00:00:00;2010-11-12 00:00:00
259 ;226,25            ;248             ;2010-11-13 06:15:00             ;2010-11-13 22:45:00;2010-11-13 00:00:00
223 ;164               ;188             ;2010-11-14 00:00:00             ;2010-11-14 22:00:00;2010-11-14 00:00:00
164 ;123,5             ;143             ;2010-11-15 00:00:00             ;2010-11-15 20:30:00;2010-11-15 00:00:00
129 ;100               ;111             ;2010-11-16 00:00:00             ;2010-11-16 18:45:00;2010-11-16 00:00:00
110 ;92,5              ;99              ;2010-11-17 18:45:00             ;2010-11-17 05:45:00;2010-11-17 00:00:00
158 ;107,5             ;140             ;2010-11-18 14:15:00             ;2010-11-18 00:00:00;2010-11-18 00:00:00
152 ;140               ;144             ;2010-11-19 00:00:00             ;2010-11-19 05:15:00;2010-11-19 00:00:00
149 ;131,6             ;140             ;2010-11-20 00:15:00             ;2010-11-20 20:15:00;2010-11-20 00:00:00
132 ;112,7             ;121             ;2010-11-21 00:00:00             ;2010-11-21 22:00:00;2010-11-21 00:00:00
137 ;110               ;124             ;2010-11-22 19:00:00             ;2010-11-22 03:15:00;2010-11-22 00:00:00
412 ;137               ;258             ;2010-11-23 23:30:00             ;2010-11-23 00:00:00;2010-11-23 00:00:00
501 ;416,5             ;469             ;2010-11-24 11:45:00             ;2010-11-24 00:00:00;2010-11-24 00:00:00
425 ;265,767           ;333             ;2010-11-25 00:00:00             ;2010-11-25 23:15:00;2010-11-25 00:00:00
262 ;213,25            ;236             ;2010-11-26 00:00:00             ;2010-11-26 23:45:00;2010-11-26 00:00:00
213 ;182               ;194             ;2010-11-27 00:00:00             ;2010-11-27 16:15:00;2010-11-27 00:00:00
197 ;185               ;191             ;2010-11-28 11:15:00             ;2010-11-28 21:15:00;2010-11-28 00:00:00
185 ;158               ;173             ;2010-11-29 00:00:00             ;2010-11-29 21:00:00;2010-11-29 00:00:00
158 ;143               ;152             ;2010-11-30 00:00:00             ;2010-11-30 23:00:00;2010-11-30 00:00:00
146 ;128,9             ;139             ;2010-12-01 10:45:00             ;2010-12-01 23:15:00;2010-12-01 00:00:00
129 ;112,7             ;120             ;2010-12-02 00:00:00             ;2010-12-02 23:45:00;2010-12-02 00:00:00
113 ;100               ;104             ;2010-12-03 00:00:00             ;2010-12-03 05:45:00;2010-12-03 00:00:00
108 ;95                ;101             ;2010-12-04 19:45:00             ;2010-12-04 04:45:00;2010-12-04 00:00:00
105 ;95                ;100             ;2010-12-05 00:00:00             ;2010-12-05 21:00:00;2010-12-05 00:00:00
110 ;95                ;104             ;2010-12-06 07:45:00             ;2010-12-06 00:00:00;2010-12-06 00:00:00
129 ;97,5              ;105             ;2010-12-07 23:45:00             ;2010-12-07 06:30:00;2010-12-07 00:00:00
300 ;128,9             ;215             ;2010-12-08 23:45:00             ;2010-12-08 00:00:00;2010-12-08 00:00:00
330 ;299,667           ;320             ;2010-12-09 09:30:00             ;2010-12-09 00:00:00;2010-12-09 00:00:00
337 ;314,733           ;327             ;2010-12-10 20:30:00             ;2010-12-10 03:30:00;2010-12-10 00:00:00
334 ;295,9             ;314             ;2010-12-11 00:00:00             ;2010-12-11 23:30:00;2010-12-11 00:00:00
296 ;255,5             ;274             ;2010-12-12 00:00:00             ;2010-12-12 23:45:00;2010-12-12 00:00:00
256 ;203,5             ;236             ;2010-12-13 00:00:00             ;2010-12-13 23:15:00;2010-12-13 00:00:00
200 ;167               ;187             ;2010-12-14 00:00:00             ;2010-12-14 23:30:00;2010-12-14 00:00:00
167 ;149               ;160             ;2010-12-15 00:00:00             ;2010-12-15 23:30:00;2010-12-15 00:00:00
149 ;134,3             ;141             ;2010-12-16 00:00:00             ;2010-12-16 20:30:00;2010-12-16 00:00:00
134 ;118,1             ;126             ;2010-12-17 00:00:00             ;2010-12-17 20:30:00;2010-12-17 00:00:00
121 ;107,5             ;115             ;2010-12-18 13:15:00             ;2010-12-18 06:15:00;2010-12-18 00:00:00
113 ;107,5             ;111             ;2010-12-19 00:00:00             ;2010-12-19 03:00:00;2010-12-19 00:00:00
113 ;97,5              ;106             ;2010-12-20 00:00:00             ;2010-12-20 23:15:00;2010-12-20 00:00:00
100 ;92,5              ;96              ;2010-12-21 08:15:00             ;2010-12-21 02:00:00;2010-12-21 00:00:00
103 ;90                ;96              ;2010-12-22 23:45:00             ;2010-12-22 07:15:00;2010-12-22 00:00:00
113 ;92,5              ;101             ;2010-12-23 22:00:00             ;2010-12-23 07:15:00;2010-12-23 00:00:00
319 ;112,7             ;192             ;2010-12-24 23:45:00             ;2010-12-24 00:00:00;2010-12-24 00:00:00
527 ;322,267           ;439             ;2010-12-25 23:15:00             ;2010-12-25 00:00:00;2010-12-25 00:00:00
527 ;416,5             ;489             ;2010-12-26 00:00:00             ;2010-12-26 23:45:00;2010-12-26 00:00:00
417 ;314,733           ;361             ;2010-12-27 00:00:00             ;2010-12-27 23:45:00;2010-12-27 00:00:00
315 ;258,75            ;292             ;2010-12-28 00:00:00             ;2010-12-28 23:15:00;2010-12-28 00:00:00
256 ;219,75            ;238             ;2010-12-29 00:00:00             ;2010-12-29 22:15:00;2010-12-29 00:00:00
220 ;200,25            ;207             ;2010-12-30 00:00:00             ;2010-12-30 21:15:00;2010-12-30 00:00:00
217 ;197               ;204             ;2010-12-31 22:15:00             ;2010-12-31 00:30:00;2010-12-31 00:00:00
243 ;216,5             ;227             ;2011-01-01 22:00:00             ;2011-01-01 00:00:00;2011-01-01 00:00:00
246 ;232,75            ;240             ;2011-01-02 02:15:00             ;2011-01-02 17:45:00;2011-01-02 00:00:00
236 ;219,75            ;230             ;2011-01-03 00:30:00             ;2011-01-03 21:45:00;2011-01-03 00:00:00
220 ;210               ;214             ;2011-01-04 00:00:00             ;2011-01-04 04:30:00;2011-01-04 00:00:00
210 ;197               ;205             ;2011-01-05 00:00:00             ;2011-01-05 19:30:00;2011-01-05 00:00:00
197 ;191               ;195             ;2011-01-06 00:00:00             ;2011-01-06 22:00:00;2011-01-06 00:00:00
191 ;179               ;184             ;2011-01-07 00:00:00             ;2011-01-07 20:00:00;2011-01-07 00:00:00
197 ;179               ;185             ;2011-01-08 23:45:00             ;2011-01-08 00:00:00;2011-01-08 00:00:00
233 ;194               ;218             ;2011-01-09 14:00:00             ;2011-01-09 00:00:00;2011-01-09 00:00:00
226 ;216,5             ;222             ;2011-01-10 00:00:00             ;2011-01-10 08:00:00;2011-01-10 00:00:00
236 ;219,75            ;229             ;2011-01-11 12:00:00             ;2011-01-11 03:00:00;2011-01-11 00:00:00
223 ;210               ;214             ;2011-01-12 00:00:00             ;2011-01-12 11:00:00;2011-01-12 00:00:00
220 ;210               ;213             ;2011-01-13 18:45:00             ;2011-01-13 00:00:00;2011-01-13 00:00:00
233 ;219,75            ;226             ;2011-01-14 12:30:00             ;2011-01-14 00:00:00;2011-01-14 00:00:00
223 ;200,25            ;213             ;2011-01-15 00:00:00             ;2011-01-15 23:45:00;2011-01-15 00:00:00
200 ;191               ;194             ;2011-01-16 00:00:00             ;2011-01-16 18:15:00;2011-01-16 00:00:00
191 ;176               ;183             ;2011-01-17 00:00:00             ;2011-01-17 19:45:00;2011-01-17 00:00:00
176 ;155               ;164             ;2011-01-18 00:00:00             ;2011-01-18 20:15:00;2011-01-18 00:00:00
161 ;146               ;152             ;2011-01-19 11:00:00             ;2011-01-19 05:15:00;2011-01-19 00:00:00
149 ;143               ;146             ;2011-01-20 02:45:00             ;2011-01-20 15:15:00;2011-01-20 00:00:00
149 ;112,7             ;136             ;2011-01-21 10:15:00             ;2011-01-21 22:00:00;2011-01-21 00:00:00
110 ;102,5             ;106             ;2011-01-22 00:00:00             ;2011-01-22 21:45:00;2011-01-22 00:00:00
105 ;100               ;103             ;2011-01-23 02:45:00             ;2011-01-23 22:15:00;2011-01-23 00:00:00
100 ;100               ;100             ;2011-01-24 00:00:00             ;2011-01-24 00:00:00;2011-01-24 00:00:00
108 ;100               ;104             ;2011-01-25 07:45:00             ;2011-01-25 00:00:00;2011-01-25 00:00:00
108 ;92,5              ;99              ;2011-01-26 07:00:00             ;2011-01-26 13:45:00;2011-01-26 00:00:00
121 ;97,5              ;105             ;2011-01-27 06:15:00             ;2011-01-27 13:45:00;2011-01-27 00:00:00
108 ;95                ;99              ;2011-01-28 17:00:00             ;2011-01-28 08:45:00;2011-01-28 00:00:00
118 ;97,5              ;105             ;2011-01-29 23:30:00             ;2011-01-29 00:00:00;2011-01-29 00:00:00
